Kebele_ID,Kebele_Name,W_NAME,Z_NAME,T_NAME,treated,treat_share,area_km2,Year,RAIN_JJAS
fbbe20bb-f0f0-4fc9-9741-fb80b3a9a5ef,Dulecha,Dulecha,Zone  03,,1,1.0,70.89498328983899,2018.0,
d207829c-4629-472a-b4bc-e2e5b2b9179d,Dulecha,Dulecha,Zone  03,,1,0.9975724369182641,183.14820033134214,2018.0,
b1598829-1fb1-4559-af6f-23a553d4d931,Dulecha,Dulecha,Zone  03,,1,0.3600680284105436,207.7071303491276,2018.0,
c210e826-25a2-4ae5-9739-62f428c06c1b,Dulecha,Dulecha,Zone  03,,1,0.6379535286985771,157.9703880773933,2018.0,
9de70197-0717-41e4-b55c-35035524e7e4,Dulecha,Dulecha,Zone  03,,1,0.9233168792164195,102.45315652173055,2018.0,
696fef28-70ea-4175-91c6-6cd0953063e9,Dulecha,Dulecha,Zone  03,,1,1.0,159.37801661510522,2018.0,
e5d4d84b-28ad-477e-bab7-af946b8e9afe,Dulecha,Dulecha,Zone  03,,1,1.0,185.63706251120598,2018.0,
16b07ac3-3f9c-40d5-96ac-e9691ff8fe1a,Dulecha,Dulecha,Zone  03,,1,1.0,250.8158725675204,2018.0,
b57a0f67-1c01-4f43-895e-78b894025d16,Argoba Liyu,Argoba Liyu,Zone  03,,1,0.5700786212051393,31.47359674265244,2018.0,
2ba03950-4462-44fc-bfa0-4091daffc700,Argoba Liyu,Argoba Liyu,Zone  03,,1,0.5453038726319197,13.942893713430111,2018.0,
554d38b7-d67d-40d5-a3fb-d06860bc972c,Argoba Liyu,Argoba Liyu,Zone  03,,1,0.3302520274325,7.159034462051129,2018.0,
3b432aa3-a74d-4119-86df-235adb2c147d,Argoba Liyu,Argoba Liyu,Zone  03,,1,1.0,81.5364942817637,2018.0,
b6c6444d-5a26-4d08-be82-6308c8ec149b,Argoba Liyu,Argoba Liyu,Zone  03,,1,0.702838431175941,45.91478192385108,2018.0,
b20313f3-a3e7-456d-a84e-b328e03e9df2,Argoba Liyu,Argoba Liyu,Zone  03,,1,0.1920210906422217,83.46883487186055,2018.0,
837067f7-ad34-43bc-bc8c-61ae45a6a613,Argoba Liyu,Argoba Liyu,Zone  03,,1,1.0,42.67666131231336,2018.0,
261ac2cf-65e1-48a7-a2b6-293c62ef5034,Ankober,Ankober,North Shewa,,1,0.09030291190937112,36.88158516200021,2018.0,
75ace84a-d9e0-4cd2-9a93-a805b434d8fd,Ankober,Ankober,North Shewa,,1,0.19773217343959165,70.04991105223625,2018.0,
ff6a25ac-5a12-45c2-91fb-8592d3898f5a,Berehet,Berehet,North Shewa,,1,0.0787821495836029,180.30629684847176,2018.0,
e9ecc41d-21b9-4a0b-9db2-d1a383cfee9e,Amibara,Amibara,Zone  03,,0,0.0,0.8718883128675117,2018.0,
c3475b06-b760-450e-a62c-d831647424a6,Amibara,Amibara,Zone  03,,0,0.0,141.3972227573678,2018.0,
9b98f60c-657b-4504-8e27-f65f9413a324,Amibara,Amibara,Zone  03,,0,0.0,159.65778448014112,2018.0,
1c9323ed-13e1-41b7-9cac-8b3778440036,Amibara,Amibara,Zone  03,,0,0.0,216.14173974082937,2018.0,
ea87d08f-f62b-40d7-bba9-98fd5df84243,Awash Fentale,Awash Fentale,Zone  03,,0,0.0,0.6766357537568626,2018.0,
e919c5b3-561b-463e-9ceb-d04bf6f83bb3,Awash Fentale,Awash Fentale,Zone  03,,0,0.0,11.793488898488905,2018.0,
41e3f0dd-fe03-489a-b030-39de54d69468,Gewane,Gewane,Zone  03,,0,0.0,26.559106327244574,2018.0,
8347fb5e-530e-468d-a52a-91a897df5c48,Gewane,Gewane,Zone  03,,0,0.0,157.53458232642393,2018.0,
d2d211d4-560e-416a-a7db-5bba5000be3e,Gewane,Gewane,Zone  03,,0,0.0,139.13819296843542,2018.0,
935e1cba-ab52-46aa-a049-61c424aa36d6,Gewane,Gewane,Zone  03,,0,0.0,34.770302305648116,2018.0,
4535a453-dbdc-4531-aa72-f276e97d33bf,Gewane,Gewane,Zone  03,,0,0.0,22.80183990244799,2018.0,
81ff3f32-a244-4391-b383-fc0a3194ff12,Gewane,Gewane,Zone  03,,0,0.0,107.33235875323952,2018.0,
e976160f-5ee1-4376-93b9-b5fbe2a70736,Gewane,Gewane,Zone  03,,0,0.0,244.56883065166178,2018.0,
efc88cc9-f199-44b8-b887-169efd6013c6,Gewane,Gewane,Zone  03,,0,0.0,179.8427432797167,2018.0,
bfc3138f-64c4-44e8-a7e4-bdefc0f6b653,Gewane,Gewane,Zone  03,,0,0.0,29.846972400645956,2018.0,
31aed07f-a7b2-4707-b9c7-66946eb19229,Gewane,Gewane,Zone  03,,0,0.0,29.5080332248199,2018.0,
68d7f0cf-98f5-44f2-9e95-5d789595a964,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,22.112599730061135,2018.0,
de3bf5cd-d5dc-4c90-a2e5-1af80cd88efe,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,70.77853980325139,2018.0,
6a2bc7cc-797e-4680-9edb-b3835e9e49d6,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,22.093077805778975,2018.0,
54103f3e-f9a9-4f8b-a0a8-0bd14d7cda01,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,24.125634358441516,2018.0,
7d6d95a7-42ff-4f8a-a583-873a1a3cb42f,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,59.589681884230345,2018.0,
9488c19a-0c6a-4bc3-bbc8-e450c3698bb4,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,58.1988622346325,2018.0,
d12754a5-a8aa-481b-b605-61eeba5b65ff,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,20.790865740849686,2018.0,
10d597af-54d2-4bfa-92fb-fdb4b6aa0816,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,45.01008639754143,2018.0,
6880dc6b-ec46-4ef8-afe7-1cb655852302,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,42.66810317500315,2018.0,
ed77b4d8-dc52-4a83-91b5-3162c13003ef,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,34.08255207217628,2018.0,
010e6f0f-98a3-4ad3-9ca0-619e09c7795f,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,116.43767992552061,2018.0,
53099cbe-b82c-4a4d-9032-433ac1e97482,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,63.67151207995937,2018.0,
678331f2-7bc7-4cb2-8c48-5bca174715ac,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,34.96658818913313,2018.0,
7933f474-74ef-4417-ab0a-7a1d13e1f7b0,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,18.286623834723834,2018.0,
021d228b-79f9-492e-8c21-75eebc312861,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,65.61568937511225,2018.0,
ae486aee-bed5-44b9-93bf-d23734f82b31,Bure Modayitu,Bure Modayitu,Zone  03,,0,0.0,6.637628362580519,2018.0,
532a9836-4756-4e3b-a2c8-2bd6a7ccb7c1,Argoba Liyu,Argoba Liyu,Zone  03,,0,0.0,20.682033244457312,2018.0,
8772edfa-bc83-44e6-b827-98c428e724c6,Argoba Liyu,Argoba Liyu,Zone  03,,0,0.0,5.568733660325422,2018.0,
19b4d164-9c0c-49f5-826f-9fd559e8553b,Argoba Liyu,Argoba Liyu,Zone  03,,0,0.0,16.119642273540354,2018.0,
fc660e50-4359-499e-8175-c5b4dc92be7a,Argoba Liyu,Argoba Liyu,Zone  03,,0,0.0,7.57569084034407,2018.0,
9b44cc55-4332-4367-be9f-c5c487778243,Argoba Liyu,Argoba Liyu,Zone  03,,0,0.0,23.516979795134336,2018.0,
5a85b634-f13a-45d0-a9fc-ba5a61eb48dc,Argoba Liyu,Argoba Liyu,Zone  03,,0,0.0,16.143709872030783,2018.0,
e4c8ff33-ba77-4f35-bf19-c0b5565469bc,Telalak,Telalak,Zone 05,,0,0.0,38.38509581963468,2018.0,
5bfa3e7b-4fe3-4a6c-9a75-6d9ca6765b37,Telalak,Telalak,Zone 05,,0,0.0,53.22147299046507,2018.0,
d5619659-67b5-4c61-b177-e94027d6feec,Telalak,Telalak,Zone 05,,0,0.0,144.7385229298833,2018.0,
4d303c2f-e1ec-40e8-be52-f6cb28a0f994,Telalak,Telalak,Zone 05,,0,0.0,85.43882537627009,2018.0,
3320f52b-1120-432b-bbcd-152b82a85eb9,Telalak,Telalak,Zone 05,,0,0.0,96.8896343094883,2018.0,
e0f64b09-18be-43cc-8b0e-75bce9f33c0b,Telalak,Telalak,Zone 05,,0,0.0,74.23002546404736,2018.0,
8a96d33d-b2bf-4a77-bd31-59cb047b94af,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,4.000384028396027,2018.0,
48384bbd-20db-449c-994c-ab3551f8dfef,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,79.48537869530583,2018.0,
52a7ba3d-ec4b-41d8-bd63-11805593a653,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,66.30250902140305,2018.0,
c178074d-0d2a-4103-8dc3-e77326c75fe2,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,71.30190055296244,2018.0,
434578ae-2a19-4e57-b30e-59847aa17b1c,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,37.12886320332037,2018.0,
f4e863f7-1fea-4a31-8664-d99fcc3b5975,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,97.05647976070253,2018.0,
429fa045-b04f-4271-8083-2de141dfa463,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,194.6447967318413,2018.0,
9fe7fa34-e3a3-4834-857b-5d07694ca343,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,161.10725942303455,2018.0,
1dd85d3d-db6d-4b0d-b24d-6e86257e8745,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,102.48931020820275,2018.0,
8fd0b459-287b-4093-8434-48a6d75b8e06,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,96.91481104649968,2018.0,
c735c82d-8eef-4ced-a010-fb1df4fa20b2,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,279.05978924829975,2018.0,
1e889482-fdb9-4c33-8218-125ebc4e9a69,Semurobina Gelalo,Semurobina Gelalo,Zone 05,,0,0.0,123.92448795908759,2018.0,
9e990336-afd3-4648-93fc-2cb4cf57261d,Dewe,Dewe,Zone 05,,0,0.0,3.906960384376691,2018.0,
a3bbcd54-29cb-4b15-91b5-9068f7671505,Dewe,Dewe,Zone 05,,0,0.0,50.84186213835395,2018.0,
cba1be4b-0e16-4362-85f8-d6a06621a017,Dewe,Dewe,Zone 05,,0,0.0,175.62992145322443,2018.0,
9f546b84-7575-4df6-9dd8-4403ef65c8ba,Dewe,Dewe,Zone 05,,0,0.0,64.94621808367091,2018.0,
8ab14dd1-c7b5-405a-b942-6548fd1426f6,Dewe,Dewe,Zone 05,,0,0.0,22.34892022815172,2018.0,
4c04c0e2-9321-46bd-88d6-3eb6d51d0d87,Dewe,Dewe,Zone 05,,0,0.0,44.79027680409519,2018.0,
f0d01df5-2bcb-4aa8-b273-0354704341e6,Dewe,Dewe,Zone 05,,0,0.0,38.48890426275003,2018.0,
e22a2546-041f-43a6-8dc6-fcc4aa8743ee,Dewe,Dewe,Zone 05,,0,0.0,63.365983930821244,2018.0,
c3c80389-d91f-4164-acc9-4a1f50afedba,Dewe,Dewe,Zone 05,,0,0.0,138.79442250924922,2018.0,
a430aef0-cbbd-49cf-bc12-c81153a2bd6a,Dewe,Dewe,Zone 05,,0,0.0,60.416077920243154,2018.0,
36a0193a-342e-4b95-ae75-7a022b761b1a,Dewe,Dewe,Zone 05,,0,0.0,100.66839425066716,2018.0,
4b29075e-ec12-4e37-857e-1c6398ae4465,Dalifagi,Dalifagi,Zone 05,,0,0.0,1.8881997745512165,2018.0,
cc6c84bd-d7b3-4b10-b437-886caae8f897,Dalifagi,Dalifagi,Zone 05,,0,0.0,44.82328372188602,2018.0,
b9c0f8ee-1f59-4cb1-94a3-7025227f0315,Dalifagi,Dalifagi,Zone 05,,0,0.0,77.35523776524597,2018.0,
c91de212-92ac-4626-89bc-63f33e23f47b,Dalifagi,Dalifagi,Zone 05,,0,0.0,28.57679073739848,2018.0,
8ab69b9b-6af9-4c0b-a8d8-d3654f3d4384,Dalifagi,Dalifagi,Zone 05,,0,0.0,98.02088449569273,2018.0,
6c54f83c-27d2-4f22-b62d-e5b03c448f4b,Dalifagi,Dalifagi,Zone 05,,0,0.0,103.53938645590443,2018.0,
5778cbcb-786b-4c3c-b38d-7f0232a39ac9,Dalifagi,Dalifagi,Zone 05,,0,0.0,112.17429649239173,2018.0,
d37011ab-0a50-4813-b586-e8b563802d69,Dalifagi,Dalifagi,Zone 05,,0,0.0,198.18693055378938,2018.0,
1645020f-0a76-4007-88eb-016624f3ab80,Dalifagi,Dalifagi,Zone 05,,0,0.0,90.84884180370577,2018.0,
838f64c5-530e-4883-a21f-385a8bb1f8b6,Dalifagi,Dalifagi,Zone 05,,0,0.0,34.05100893368876,2018.0,
544ceaeb-cde7-44ba-bb23-335f39052ae9,Dalifagi,Dalifagi,Zone 05,,0,0.0,105.54237604140828,2018.0,
a06e884c-7aa3-4cb0-b118-741188859347,Dalifagi,Dalifagi,Zone 05,,0,0.0,63.586866119960455,2018.0,
21edbf40-2836-41c8-b653-738a4bcc7d16,Hadeleala,Hadeleala,Zone 05,,0,0.0,2.564948625945249,2018.0,
7a6fe5e4-bf81-4310-b11d-ca38797b0b7f,Hadeleala,Hadeleala,Zone 05,,0,0.0,30.446134251566402,2018.0,
73f80503-4ff3-498b-841e-e3bc3af1e260,Hadeleala,Hadeleala,Zone 05,,0,0.0,47.667408588281646,2018.0,
0d0aa291-1788-410f-969f-38998ef8f907,Hadeleala,Hadeleala,Zone 05,,0,0.0,52.63227797566155,2018.0,
f9e8caa4-50bb-443b-83be-f9b8f9fbcc63,Hadeleala,Hadeleala,Zone 05,,0,0.0,104.5523396195028,2018.0,
d32ad823-c878-4222-94a5-b6b46d914430,Hadeleala,Hadeleala,Zone 05,,0,0.0,147.46041389168408,2018.0,
d95d0fb8-5424-4835-b955-b15161dc918d,Hadeleala,Hadeleala,Zone 05,,0,0.0,139.69668703998923,2018.0,
dad778bf-7a5b-43c6-8ec1-070b966ecd9d,Hadeleala,Hadeleala,Zone 05,,0,0.0,149.75131553763975,2018.0,
167dd54d-546a-4d35-9436-a7dcdad621d4,Hadeleala,Hadeleala,Zone 05,,0,0.0,156.9477502579084,2018.0,
9f0aefde-bf47-41ff-9957-abe370dc705b,Hadeleala,Hadeleala,Zone 05,,0,0.0,254.19057504128114,2018.0,
396dd1ea-ecf6-4e29-ad74-4ca548bb638b,Hadeleala,Hadeleala,Zone 05,,0,0.0,298.0293236027023,2018.0,
a818273e-30bf-41d3-9455-db120788a8cf,Hadeleala,Hadeleala,Zone 05,,0,0.0,142.4999066692708,2018.0,
2e28441a-2518-406c-b72a-07b4de5d1502,Kalu,Kalu,South Wolo,,0,0.0,2.548873572818365,2018.0,
f1de3b9e-9477-4cbf-9b3c-f3f09e3c8cce,Kalu,Kalu,South Wolo,,0,0.0,20.763279631670773,2018.0,
947818f1-3880-4ff8-b9d2-0034db39d1a8,Kalu,Kalu,South Wolo,,0,0.0,16.549838361863998,2018.0,
1256b8ae-68f9-4a97-a2ba-5797ddfcff5a,Kalu,Kalu,South Wolo,,0,0.0,30.276080657864274,2018.0,
3c576b37-5c47-426e-8248-e61e6c8904af,Kalu,Kalu,South Wolo,,0,0.0,22.49307636866297,2018.0,
b8231336-1679-4e7f-ae8f-ead22288365f,Kalu,Kalu,South Wolo,,0,0.0,25.83585226317644,2018.0,
b2cbf048-4ec7-4b76-aa7e-41618818db6a,Alibuko,Alibuko,South Wolo,,0,0.0,0.3872038617342767,2018.0,
9dd0a44a-bb53-4609-b2fa-f8f4b4fa69d2,Alibuko,Alibuko,South Wolo,,0,0.0,0.392529461109528,2018.0,
f4746f66-3c71-423a-a8d2-a30fe817f525,Alibuko,Alibuko,South Wolo,,0,0.0,36.43301463406872,2018.0,
14e0bde5-c7e5-4597-9a53-457bffff52c6,Alibuko,Alibuko,South Wolo,,0,0.0,46.93233119390324,2018.0,
ca891d34-a5d6-446b-9cf3-5b971eed5858,Alibuko,Alibuko,South Wolo,,0,0.0,28.17156634590147,2018.0,
b4ff4f25-1815-47de-a07a-ecd2514cdf52,Alibuko,Alibuko,South Wolo,,0,0.0,34.426448616477956,2018.0,
9ffccbf6-7ef1-4c90-b744-0dfc6a25bca3,Alibuko,Alibuko,South Wolo,,0,0.0,30.287118880442723,2018.0,
2f43de05-2b2c-4bfb-8ae4-f8f81f7fda56,Alibuko,Alibuko,South Wolo,,0,0.0,49.75293877503845,2018.0,
c7f627db-e00a-4788-8f1e-61a9a3c3b30d,Alibuko,Alibuko,South Wolo,,0,0.0,42.51504927337018,2018.0,
52fdac0c-1cf9-4b4e-846a-48e29ce52bf6,Alibuko,Alibuko,South Wolo,,0,0.0,44.65657538646982,2018.0,
ef1979aa-c026-4600-84a5-d8866386e7b5,Alibuko,Alibuko,South Wolo,,0,0.0,28.515576887162506,2018.0,
d42832f5-0937-4e78-9af5-c19b03b82150,Alibuko,Alibuko,South Wolo,,0,0.0,38.73360370060392,2018.0,
665601c5-c966-4ab2-982f-1540c05cf3ed,Alibuko,Alibuko,South Wolo,,0,0.0,48.132778915979266,2018.0,
769c6ebe-58d2-471c-8ba2-4253825625ed,Dese Zuriya,Dese Zuriya,South Wolo,,0,0.0,22.25204023853893,2018.0,
e0903cde-7823-43cd-8990-f492218e56d6,Were Ilu,Were Ilu,South Wolo,,0,0.0,30.800573265551492,2018.0,
32b13dbd-60c2-4542-96e9-855c56a67cc6,Were Ilu,Were Ilu,South Wolo,,0,0.0,28.526889304726037,2018.0,
c92051ea-63ea-4be0-a714-527b71da569d,Were Ilu,Were Ilu,South Wolo,,0,0.0,22.178408567817034,2018.0,
6b0889d3-3aae-44f7-b471-f14c6ce53c02,Were Ilu,Were Ilu,South Wolo,,0,0.0,27.025322973143826,2018.0,
0e6efdb3-d60f-48bc-b90f-c76e57049e1f,Were Ilu,Were Ilu,South Wolo,,0,0.0,44.078990862679916,2018.0,
f94559c4-f4e3-4f8d-ab05-1416ebf3709e,Were Ilu,Were Ilu,South Wolo,,0,0.0,38.67034307137537,2018.0,
f3555ec6-3cf7-4ede-887b-910bf8e29f42,Were Ilu,Were Ilu,South Wolo,,0,0.0,32.08362564020515,2018.0,
a50b937c-f644-4652-988f-c35454539732,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,4.029949376107063,2018.0,
72d24897-0e29-4f90-8fc0-6bf8298daef6,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,9.20167932928896,2018.0,
731da117-cdbc-4d96-b802-c6adcaf05bd4,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,53.82342947293887,2018.0,
b250e0b5-9555-4eca-8f8d-7f6c5b0aa90e,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,82.81245627290019,2018.0,
0ba0e233-a1aa-4cc3-859a-bbbff395582a,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,35.90925645646463,2018.0,
7cf4003f-c2cd-4946-a85c-800ee1c44d21,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,26.059986180723925,2018.0,
713fcb91-1d85-4922-b047-64522ae5c2a5,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,37.96007229564021,2018.0,
f4126ce9-2456-4775-9472-3c2036d5dc98,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,52.1686789699748,2018.0,
f0631d85-54d1-4654-9573-4ce2907f1282,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,30.84119859130811,2018.0,
616e2f81-7b1d-442b-b250-bdbd53a337c1,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,32.39758663553314,2018.0,
ab10d239-f953-4641-9f60-d4295b2e660a,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,43.84452950709902,2018.0,
f8d83d77-ec65-4449-9c4f-cbab1d103341,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,52.75479389484823,2018.0,
251cc861-dd12-410a-ac24-95b17dbb925b,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,80.69258599829921,2018.0,
f56d4b50-963c-495d-a2c1-8e22573a868b,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,24.638626035783954,2018.0,
e6caf068-9733-45d2-a8f8-97d2f488d209,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,36.55727658824799,2018.0,
fd7d23e6-500b-462b-be06-1ffeaa26466a,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,41.426218651373546,2018.0,
a0516038-06be-42df-a062-5a128ff9e5c1,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,41.06224526183074,2018.0,
a74279ac-03f3-4ade-8953-5911e83488d0,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,75.24368841145457,2018.0,
569914b0-52b2-4cdc-b97b-76d3d784791b,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,54.855240416184856,2018.0,
8407a759-7b7a-4b0a-a60a-fe4080a6d49b,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,127.99449125428336,2018.0,
34fb6e9e-e41c-4dd0-891e-463410f8e374,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,58.89919227136062,2018.0,
8711c309-de65-4a60-8660-e7f135c36eb5,Menz Gera Meder,Menz Gera Meder,North Shewa,,0,0.0,65.52557317005576,2018.0,
25bed130-4c30-4726-9409-9c3050e48568,Gishe,Gishe,North Shewa,,0,0.0,110.24084898690136,2018.0,
dfc9cbfe-8ce1-4120-adda-2800fd02ef3d,Gishe,Gishe,North Shewa,,0,0.0,0.566241180350853,2018.0,
e1c6c408-2ac2-46a0-b878-261e0dbca510,Gishe,Gishe,North Shewa,,0,0.0,62.64758780970615,2018.0,
2a8104f7-b2d4-49d2-a841-b6dec12eba26,Gishe,Gishe,North Shewa,,0,0.0,49.67720252311434,2018.0,
d835c8b8-54b7-4a41-9b0a-a2ec5d495e73,Gishe,Gishe,North Shewa,,0,0.0,48.36358033126746,2018.0,
5eb01a72-2a96-43d8-81d4-6a34dd470b61,Gishe,Gishe,North Shewa,,0,0.0,39.49060960603105,2018.0,
20b095a8-9d46-469f-bee3-8d56c6c01ff2,Gishe,Gishe,North Shewa,,0,0.0,54.84903676032815,2018.0,
b765dc16-2a57-4916-8341-4d61430e6b9f,Gishe,Gishe,North Shewa,,0,0.0,45.49557927631087,2018.0,
c2f09e74-06ab-49e4-ba86-030676252c14,Gishe,Gishe,North Shewa,,0,0.0,59.31982140293616,2018.0,
1910ec28-b59f-4351-971a-f16d3dc1cff1,Gishe,Gishe,North Shewa,,0,0.0,96.54354037284533,2018.0,
abe15fb4-8ee6-41eb-ac25-94954068dc78,Gishe,Gishe,North Shewa,,0,0.0,94.70316966892892,2018.0,
e15ee0d6-e4a3-4b38-a1ab-a955460ffe42,Antsokiya Gemza,Antsokiya Gemza,North Shewa,,0,0.0,1.3238378303960763,2018.0,
7c7c3c75-4f22-458b-a70d-bb0d1c6c42a2,Antsokiya Gemza,Antsokiya Gemza,North Shewa,,0,0.0,0.5344383921587889,2018.0,
478ba3cc-6d12-4664-8fde-54f302a14c68,Antsokiya Gemza,Antsokiya Gemza,North Shewa,,0,0.0,25.395358961772825,2018.0,
4b597227-e6f3-4ec4-ac04-d9a3d9315810,Antsokiya Gemza,Antsokiya Gemza,North Shewa,,0,0.0,11.053271301909405,2018.0,
fc3490f7-8abc-435a-9b3b-6ac02c767f74,Antsokiya Gemza,Antsokiya Gemza,North Shewa,,0,0.0,14.414861773529479,2018.0,
c2cad2eb-23ba-43fd-ab08-c5ae3fb6fc13,Antsokiya Gemza,Antsokiya Gemza,North Shewa,,0,0.0,17.340079100105413,2018.0,
aa659813-3c7e-435e-ba2a-48b1a119a046,Antsokiya Gemza,Antsokiya Gemza,North Shewa,,0,0.0,27.96625498567183,2018.0,
38ed191e-6160-4672-9da1-ebd8da3ace8e,Antsokiya Gemza,Antsokiya Gemza,North Shewa,,0,0.0,20.20652815443248,2018.0,
89564f0e-543c-4607-ba05-9f1e269f7577,Antsokiya Gemza,Antsokiya Gemza,North Shewa,,0,0.0,27.247431821043442,2018.0,
